ppo_step,stage,mean_concise_rise_freq,mean_verbose_rise_freq,mean_stable_freq,n_concise_rise_feats,n_verbose_rise_feats
0.0,instruct_base,0.00240350530429089,0.01673734684044806,0.00453199246291212,3439,3142
10.0,ppo_step10,0.0024934888452198423,0.016114837875906424,0.004744303186216891,3439,3142
100.0,ppo_step100,0.01232670372758211,0.00431275241571633,0.005165415568103846,3439,3142
140.0,ppo_step140,0.014349579633330738,0.0035233185199686815,0.004588204883863978,3439,3142
180.0,ppo_step180,0.012339961478955037,0.0039276889746324645,0.0053155478604104585,3439,3142
200.0,ppo_step200,0.014178238573850288,0.0035566759484397777,0.004650672038109732,3439,3142
