training_regime,chain,stage,layer,k,d_sae,nmse,mean_l0,L_base,L_sae,L_mean,frac_rec,step,n_tokens,mse,var,nmse_recomputed,mean_l0_raw,n_dead,dead_frac,dead_latents_pct,frac_rec_pct,delta_loss,expansion,model,architecture,optimizer,lr,checkpoint
PPO,shuffled,ppo_step30,12,64,7168,0.00070000,64.00000000,2.45900000,2.68240000,10.17110000,0.97100000,30,44574,0.03298000,47.52722200,0.00069400,64.00000000,123,0.01716000,1.71600000,97.10000000,0.22340000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step30
PPO,shuffled,instruct_base,18,64,7168,0.00370000,64.00000000,2.44450000,2.83360000,10.79440000,0.95340000,0,44574,0.17691400,48.26130700,0.00366600,64.00000000,238,0.03320300,3.32030000,95.34000000,0.38910000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,instruct_base
PPO,shuffled,ppo_step10,18,64,7168,0.00360000,64.00000000,2.46600000,2.83740000,10.82340000,0.95560000,10,44574,0.17243400,48.26210800,0.00357300,64.00000000,13,0.00181400,0.18140000,95.56000000,0.37140000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step10
PPO,shuffled,ppo_step30,18,64,7168,0.00330000,64.00000000,2.45900000,2.79680000,10.87700000,0.95990000,30,44574,0.16088000,48.25803000,0.00333400,64.00000000,58,0.00809200,0.80920000,95.99000000,0.33780000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step30
PPO,shuffled,instruct_base,23,64,7168,0.30050000,64.00000000,2.44450000,3.11300000,15.62020000,0.94930000,0,44574,0.91998800,3.06128400,0.30052300,64.00000000,0,0.00000000,0.00000000,94.93000000,0.66850000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,instruct_base
PPO,shuffled,ppo_step10,23,64,7168,0.28710000,64.00000000,2.46600000,3.07070000,15.86720000,0.95490000,10,44574,0.87581800,3.05047900,0.28710800,64.00000000,0,0.00000000,0.00000000,95.49000000,0.60470000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step10
PPO,shuffled,ppo_step30,23,64,7168,0.28230000,64.00000000,2.45900000,3.03770000,15.93180000,0.95710000,30,44574,0.86192500,3.05280100,0.28233900,64.00000000,0,0.00000000,0.00000000,95.71000000,0.57870000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step30
PPO,strict,instruct_base,6,64,7168,0.00050000,64.00000000,2.43880000,2.60400000,11.55460000,0.98190000,0,44574,0.02349900,47.04707000,0.00049900,64.00000000,170,0.02371700,2.37170000,98.19000000,0.16520000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,instruct_base
PPO,strict,ppo_step10,6,64,7168,0.00040000,64.00000000,2.44830000,2.54720000,11.51710000,0.98910000,10,44574,0.02040400,47.05218100,0.00043400,64.00000000,288,0.04017900,4.01790000,98.91000000,0.09890000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step10
PPO,strict,ppo_step30,6,64,7168,0.00040000,64.00000000,2.64710000,2.75090000,11.43820000,0.98820000,30,44574,0.01932900,47.03640400,0.00041100,64.00000000,270,0.03766700,3.76670000,98.82000000,0.10380000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step30
PPO,strict,ppo_step50,6,64,7168,0.00040000,64.00000000,2.76160000,2.88990000,11.45040000,0.98520000,50,44574,0.01792200,46.99139400,0.00038100,64.00000000,21,0.00293000,0.29300000,98.52000000,0.12830000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step50
PPO,strict,ppo_step80,6,64,7168,0.00030000,64.00000000,2.85630000,2.96810000,11.54170000,0.98710000,80,44574,0.01607900,46.93691300,0.00034300,64.00000000,37,0.00516200,0.51620000,98.71000000,0.11180000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step80
PPO,strict,ppo_step116,6,64,7168,0.00030000,64.00000000,3.03230000,3.15970000,11.64050000,0.98520000,116,44574,0.01574600,46.84315900,0.00033600,64.00000000,35,0.00488300,0.48830000,98.52000000,0.12740000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step116
PPO,strict,instruct_base,12,64,7168,0.00080000,64.00000000,2.43880000,2.74180000,10.10970000,0.96050000,0,44574,0.04019500,47.52871700,0.00084600,64.00000000,258,0.03599300,3.59930000,96.05000000,0.30300000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,instruct_base
PPO,strict,ppo_step10,12,64,7168,0.00080000,64.00000000,2.44830000,2.66730000,10.10800000,0.97140000,10,44574,0.03609100,47.53401900,0.00075900,64.00000000,101,0.01409000,1.40900000,97.14000000,0.21900000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step10
PPO,strict,ppo_step30,12,64,7168,0.00070000,64.00000000,2.64710000,2.86690000,10.27970000,0.97120000,30,44574,0.03361700,47.51873000,0.00070700,64.00000000,169,0.02357700,2.35770000,97.12000000,0.21980000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step30
PPO,strict,ppo_step50,12,64,7168,0.00070000,64.00000000,2.76160000,2.97600000,10.33400000,0.97170000,50,44574,0.03200300,47.47369400,0.00067400,64.00000000,78,0.01088200,1.08820000,97.17000000,0.21440000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step50
PPO,strict,ppo_step80,12,64,7168,0.00070000,64.00000000,2.85630000,3.08920000,10.43380000,0.96930000,80,44574,0.03129300,47.41944100,0.00066000,64.00000000,84,0.01171900,1.17190000,96.93000000,0.23290000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step80
PPO,strict,ppo_step116,12,64,7168,0.00070000,64.00000000,3.03230000,3.28920000,10.50780000,0.96560000,116,44574,0.03087300,47.32551200,0.00065200,64.00000000,14,0.00195300,0.19530000,96.56000000,0.25690000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step116
PPO,strict,instruct_base,18,64,7168,0.00360000,64.00000000,2.43880000,2.80830000,10.75790000,0.95560000,0,44574,0.17277300,48.26130700,0.00358000,64.00000000,109,0.01520600,1.52060000,95.56000000,0.36950000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,instruct_base
PPO,strict,ppo_step10,18,64,7168,0.00330000,64.00000000,2.44830000,2.73040000,10.76890000,0.96610000,10,44574,0.16120500,48.26620100,0.00334000,64.00000000,104,0.01450900,1.45090000,96.61000000,0.28210000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step10
PPO,strict,ppo_step30,18,64,7168,0.00330000,64.00000000,2.64710000,2.95950000,11.01970000,0.96270000,30,44574,0.15827200,48.22963000,0.00328200,64.00000000,87,0.01213700,1.21370000,96.27000000,0.31240000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step30
PPO,strict,ppo_step50,18,64,7168,0.00320000,64.00000000,2.76160000,3.08720000,11.09690000,0.96090000,50,44574,0.15537000,48.17809300,0.00322500,64.00000000,12,0.00167400,0.16740000,96.09000000,0.32560000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step50
PPO,strict,ppo_step80,18,64,7168,0.00320000,64.00000000,2.85630000,3.21220000,11.10610000,0.95690000,80,44574,0.15535700,48.12318000,0.00322800,64.00000000,11,0.00153500,0.15350000,95.69000000,0.35590000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step80
PPO,strict,ppo_step116,18,64,7168,0.00330000,64.00000000,3.03230000,3.44060000,11.21160000,0.95010000,116,44574,0.15634000,48.02222800,0.00325600,64.00000000,12,0.00167400,0.16740000,95.01000000,0.40830000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step116
PPO,strict,instruct_base,23,64,7168,0.28430000,64.00000000,2.43880000,3.13740000,15.48030000,0.94640000,0,44574,0.87024300,3.06128400,0.28427400,64.00000000,0,0.00000000,0.00000000,94.64000000,0.69860000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,instruct_base
PPO,strict,ppo_step10,23,64,7168,0.28110000,64.00000000,2.44830000,3.03540000,15.51760000,0.95510000,10,44574,0.85911300,3.05634100,0.28109200,64.00000000,0,0.00000000,0.00000000,95.51000000,0.58710000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step10
PPO,strict,ppo_step30,23,64,7168,0.28990000,64.00000000,2.64710000,3.28330000,17.16810000,0.95620000,30,44574,0.86082600,2.96907900,0.28993100,64.00000000,0,0.00000000,0.00000000,95.62000000,0.63620000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step30
PPO,strict,ppo_step50,23,64,7168,0.29050000,64.00000000,2.76160000,3.42550000,18.08430000,0.95670000,50,44574,0.85118400,2.93024600,0.29048200,64.00000000,0,0.00000000,0.00000000,95.67000000,0.66390000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step50
PPO,strict,ppo_step80,23,64,7168,0.28920000,64.00000000,2.85630000,3.53070000,18.47460000,0.95680000,80,44574,0.84520900,2.92283200,0.28917500,64.00000000,0,0.00000000,0.00000000,95.68000000,0.67440000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step80
PPO,strict,ppo_step116,23,64,7168,0.28960000,64.00000000,3.03230000,3.72830000,19.39770000,0.95750000,116,44574,0.83631900,2.88759100,0.28962500,64.00000000,0,0.00000000,0.00000000,95.75000000,0.69600000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step116
PPO,strict_l23_k256,instruct_base,23,256,7168,0.17510000,256.00000000,2.43880000,2.71190000,15.48030000,0.97910000,0,44574,0.53613400,3.06128400,0.17513400,256.00000000,0,0.00000000,0.00000000,97.91000000,0.27310000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,instruct_base
PPO,strict_l23_k256,ppo_step10,23,256,7168,0.16320000,256.00000000,2.44830000,2.68280000,15.51760000,0.98210000,10,44574,0.49894400,3.05634100,0.16324900,256.00000000,0,0.00000000,0.00000000,98.21000000,0.23450000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step10
PPO,strict_l23_k256,ppo_step30,23,256,7168,0.16320000,256.00000000,2.64710000,2.88280000,17.16810000,0.98380000,30,44574,0.48463400,2.96907900,0.16322700,256.00000000,0,0.00000000,0.00000000,98.38000000,0.23570000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step30
PPO,strict_l23_k256,ppo_step50,23,256,7168,0.15930000,256.00000000,2.76160000,2.99400000,18.08430000,0.98480000,50,44574,0.46687400,2.93024600,0.15932900,256.00000000,0,0.00000000,0.00000000,98.48000000,0.23240000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step50
PPO,strict_l23_k256,ppo_step80,23,256,7168,0.15520000,256.00000000,2.85630000,3.08870000,18.47460000,0.98510000,80,44574,0.45371800,2.92283200,0.15523200,256.00000000,0,0.00000000,0.00000000,98.51000000,0.23240000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step80
PPO,strict_l23_k256,ppo_step116,23,256,7168,0.15240000,256.00000000,3.03230000,3.26560000,19.39770000,0.98570000,116,44574,0.44006200,2.88759100,0.15239800,256.00000000,0,0.00000000,0.00000000,98.57000000,0.23330000,8.00000000,Qwen2.5-0.5B-Instruct,TopK,Adam,0.00010000,ppo_step116
