chain,layer,feature_idx,rank,stage_from,stage_to,dec_cos,dec_drift,enc_cos,density_start,density_end
strict,6,1811,8,instruct_base,ppo_step116,0.0724019929766655,0.9275979995727539,0.4028429388999939,6.730380846420303e-05,0.0013685107696801424
strict,6,586,9,instruct_base,ppo_step116,0.07428480684757233,0.9257152080535889,0.4583060145378113,0.0005608650972135365,0.0005832996685057878
strict,6,2543,10,instruct_base,ppo_step116,0.07476557791233063,0.9252344369888306,0.5038757920265198,0.0002467806334607303,0.0010768609354272485
strict,6,5437,11,instruct_base,ppo_step116,0.07855916768312454,0.921440839767456,0.4134993255138397,0.00015704221732448786,0.0024902408476918936
strict,6,960,12,instruct_base,ppo_step116,0.07938049733638763,0.9206194877624512,0.397438108921051,0.00011217301653232425,0.0007627765298821032
strict,6,4908,13,instruct_base,ppo_step116,0.07964471727609634,0.9203552603721619,0.06687027215957642,0.00011217301653232425,0.0009646879625506699
strict,6,5901,14,instruct_base,ppo_step116,0.08070467412471771,0.9192953109741211,0.42424246668815613,2.2434604034060612e-05,0.0030286714900285006
strict,6,6275,15,instruct_base,ppo_step116,0.08101537078619003,0.9189846515655518,0.4437372386455536,0.0,0.010791043750941753
strict,6,3470,16,instruct_base,ppo_step116,0.08222124725580215,0.917778730392456,0.3562445342540741,0.0,0.0018396374071016908
strict,6,6561,17,instruct_base,ppo_step116,0.08237560093402863,0.9176244139671326,0.459331214427948,0.001256337738595903,0.000448692066129297
strict,6,3952,18,instruct_base,ppo_step116,0.08240209519863129,0.9175978899002075,0.2747634947299957,0.00011217301653232425,0.002019114326685667
strict,6,1833,19,instruct_base,ppo_step116,0.08376297354698181,0.9162369966506958,0.43774884939193726,0.0008525149314664304,0.010095571167767048
strict,6,6840,20,instruct_base,ppo_step116,0.08452656865119934,0.915473461151123,0.4540817141532898,0.0,0.0012339032255113125
strict,12,2349,1,instruct_base,ppo_step116,0.044439781457185745,0.9555602073669434,0.44070374965667725,0.007066899910569191,0.007605330552905798
strict,12,4058,2,instruct_base,ppo_step116,0.0449698343873024,0.9550301432609558,0.3395722508430481,0.0,0.0075604612939059734
strict,12,4595,3,instruct_base,ppo_step116,0.05254238843917847,0.9474576115608215,0.2297545075416565,0.00013460761692840606,0.0043523130007088184
strict,12,4844,4,instruct_base,ppo_step116,0.05654916167259216,0.9434508085250854,0.24145396053791046,8.973841613624245e-05,0.005025350954383612
strict,12,5324,5,instruct_base,ppo_step116,0.06496967375278473,0.9350303411483765,0.5125027894973755,4.4869208068121225e-05,0.0008300803019665182
strict,12,4514,6,instruct_base,ppo_step116,0.07852650433778763,0.921473503112793,0.4288645386695862,8.973841613624245e-05,0.004285009112209082
strict,12,5038,7,instruct_base,ppo_step116,0.078667052090168,0.9213329553604126,0.3585103154182434,2.2434604034060612e-05,0.0017050298629328609
strict,12,3213,8,instruct_base,ppo_step116,0.07964818179607391,0.9203518033027649,0.578764021396637,8.973841613624245e-05,0.0006057342980057001
strict,12,7143,9,instruct_base,ppo_step116,0.0824153944849968,0.9175845980644226,0.3727349638938904,0.00594516983255744,0.014044061303138733
strict,12,3121,10,instruct_base,ppo_step116,0.08293970674276352,0.9170603156089783,0.3232647478580475,0.0,0.012024947442114353
strict,12,2171,11,instruct_base,ppo_step116,0.08628875017166138,0.9137112498283386,0.2908318340778351,0.000448692066129297,0.002826760057359934
strict,12,3193,12,instruct_base,ppo_step116,0.08635857701301575,0.9136414527893066,0.5801568627357483,0.0,0.0006730380700901151
strict,12,3425,13,instruct_base,ppo_step116,0.08693632483482361,0.913063645362854,0.3377264440059662,0.00031408443464897573,0.008525148965418339
strict,12,6984,14,instruct_base,ppo_step116,0.08758072555065155,0.9124192595481873,0.466062992811203,8.973841613624245e-05,0.0029389329720288515
strict,12,938,15,instruct_base,ppo_step116,0.08872190117835999,0.9112781286239624,0.07321136444807053,0.0004935612669214606,0.0007403419003821909
strict,12,4411,16,instruct_base,ppo_step116,0.09010279178619385,0.9098972082138062,0.45204880833625793,0.0001794768322724849,0.0005159958964213729
strict,12,5297,17,instruct_base,ppo_step116,0.09709912538528442,0.9029008746147156,0.29062002897262573,0.00031408443464897573,0.007672634441405535
strict,12,633,18,instruct_base,ppo_step116,0.10000307857990265,0.8999969363212585,0.3957439661026001,8.973841613624245e-05,0.0023331986740231514
strict,12,4164,19,instruct_base,ppo_step116,0.10075065493583679,0.8992493152618408,0.3747883141040802,0.0003813882649410516,0.0010095571633428335
strict,12,5798,20,instruct_base,ppo_step116,0.10075551271438599,0.899244487285614,0.39024269580841064,2.2434604034060612e-05,0.004105532541871071
strict,18,6424,1,instruct_base,ppo_step116,-0.10419322550296783,1.1041932106018066,0.1944042444229126,4.4869208068121225e-05,0.001189033966511488
strict,18,1244,2,instruct_base,ppo_step116,-0.09068647772073746,1.0906864404678345,0.2272094041109085,6.730380846420303e-05,0.001570422202348709
strict,18,4975,3,instruct_base,ppo_step116,-0.09015344083309174,1.090153455734253,-0.13250058889389038,0.0002467806334607303,0.0009646879625506699
strict,18,3390,4,instruct_base,ppo_step116,-0.08327444642782211,1.083274483680725,-0.03135870397090912,0.00013460761692840606,0.0014582491712644696
strict,18,6995,5,instruct_base,ppo_step116,-0.08111146837472916,1.0811114311218262,0.15824374556541443,0.0,0.0019966796971857548
strict,18,4759,6,instruct_base,ppo_step116,-0.07901308685541153,1.0790131092071533,0.2645326554775238,4.4869208068121225e-05,0.0003589536645449698
strict,18,7149,7,instruct_base,ppo_step116,-0.07478095591068268,1.0747809410095215,0.16500526666641235,8.973841613624245e-05,0.001794768264517188
strict,18,1798,8,instruct_base,ppo_step116,-0.07119255512952805,1.0711925029754639,0.2684781849384308,0.0,0.0007852111011743546
strict,18,4344,9,instruct_base,ppo_step116,-0.06825511902570724,1.068255066871643,0.6897804737091064,0.0004711266665253788,0.01662404090166092
strict,18,3999,10,instruct_base,ppo_step116,-0.06638211011886597,1.0663821697235107,0.29304438829421997,0.0006730380700901151,0.0002467806334607303
strict,18,707,11,instruct_base,ppo_step116,-0.06586020439863205,1.0658601522445679,-0.7449659705162048,0.017072733491659164,4.4869208068121225e-05
strict,18,5521,12,instruct_base,ppo_step116,-0.06397000700235367,1.0639699697494507,0.24608094990253448,0.00493561290204525,0.0016825952334329486
strict,18,7089,13,instruct_base,ppo_step116,-0.06377913057804108,1.0637791156768799,0.039220988750457764,0.0001794768322724849,0.0008076457306742668
strict,18,766,14,instruct_base,ppo_step116,-0.06370746344327927,1.0637074708938599,0.27471208572387695,0.0,0.0002467806334607303
strict,18,661,15,instruct_base,ppo_step116,-0.06367982178926468,1.063679814338684,0.1254928559064865,0.001637725974433124,0.002310764044523239
strict,18,5714,16,instruct_base,ppo_step116,-0.06349051743745804,1.0634905099868774,0.15073934197425842,0.0021312872413545847,0.004105532541871071
strict,18,1436,17,instruct_base,ppo_step116,-0.06294159591197968,1.062941551208496,-0.20162837207317352,0.00033651903504505754,8.973841613624245e-05
strict,18,5342,18,instruct_base,ppo_step116,-0.061705462634563446,1.061705470085144,-0.14210082590579987,0.00013460761692840606,0.0009198187035508454
strict,18,289,19,instruct_base,ppo_step116,-0.061218827962875366,1.0612188577651978,0.08199383318424225,0.0011665993370115757,0.0005608650972135365
strict,18,985,20,instruct_base,ppo_step116,-0.06057833135128021,1.0605783462524414,0.29659342765808105,0.00013460761692840606,0.0004711266665253788
strict,23,4517,1,instruct_base,ppo_step116,0.20218616724014282,0.7978138327598572,0.14230194687843323,0.02115583047270775,0.25090861320495605
strict,23,1102,2,instruct_base,ppo_step116,0.21275487542152405,0.7872451543807983,0.1602025032043457,0.022098084911704063,0.24031947553157806
strict,23,736,3,instruct_base,ppo_step116,0.21823877096176147,0.7817612290382385,0.1723843663930893,0.03365190327167511,0.2383452206850052
strict,23,6404,4,instruct_base,ppo_step116,0.22023062407970428,0.7797693610191345,0.20893985033035278,0.01761116273701191,0.19446313381195068
strict,23,5792,5,instruct_base,ppo_step116,0.22570812702178955,0.7742918729782104,0.18153956532478333,0.037308745086193085,0.26060035824775696
strict,23,3690,6,instruct_base,ppo_step116,0.22617855668067932,0.7738214731216431,0.2195032238960266,0.035491541028022766,0.2133755087852478
strict,23,70,7,instruct_base,ppo_step116,0.22687844932079315,0.7731215357780457,0.1443518102169037,0.01628752239048481,0.2679140269756317
strict,23,3544,8,instruct_base,ppo_step116,0.2382381707429886,0.7617618441581726,0.21992763876914978,0.02270381897687912,0.2004307508468628
strict,23,979,9,instruct_base,ppo_step116,0.23881039023399353,0.7611895799636841,0.1497049182653427,0.02393772080540657,0.2565172612667084
strict,23,1258,10,instruct_base,ppo_step116,0.24705731868743896,0.752942681312561,0.18430468440055847,0.04302956908941269,0.24164311587810516
strict,23,2028,11,instruct_base,ppo_step116,0.24901095032691956,0.7509890794754028,0.23126858472824097,0.030084803700447083,0.26896846294403076
strict,23,2476,12,instruct_base,ppo_step116,0.2576761245727539,0.7423238754272461,0.16931316256523132,0.03843047469854355,0.19623547792434692
strict,23,934,13,instruct_base,ppo_step116,0.260366290807724,0.7396336793899536,0.2603714168071747,0.01328128483146429,0.062300894409418106
strict,23,5609,14,instruct_base,ppo_step116,0.2622038424015045,0.7377961874008179,0.21205975115299225,0.05707363039255142,0.26710638403892517
strict,23,2288,15,instruct_base,ppo_step116,0.2622261941432953,0.7377737760543823,0.20357775688171387,0.06467895954847336,0.12383900582790375
strict,23,5176,16,instruct_base,ppo_step116,0.26500797271728516,0.7349920272827148,0.20098762214183807,0.059406828135252,0.32444924116134644
strict,23,805,17,instruct_base,ppo_step116,0.28153926134109497,0.718460738658905,0.24923737347126007,0.042423833161592484,0.2576838433742523
strict,23,1784,18,instruct_base,ppo_step116,0.28588300943374634,0.7141169905662537,0.22220830619335175,0.035581279546022415,0.2548346519470215
strict,23,2652,19,instruct_base,ppo_step116,0.2878987491130829,0.7121012210845947,0.24024337530136108,0.04639475792646408,0.2016422152519226
strict,23,1827,20,instruct_base,ppo_step116,0.294611394405365,0.705388605594635,0.2580665946006775,0.020505227148532867,0.276528924703598
shuffled,6,2797,1,instruct_base,ppo_step30,0.1963748335838318,0.8036251664161682,0.7514342069625854,0.0004935612669214606,0.000448692066129297
shuffled,6,5728,2,instruct_base,ppo_step30,0.22373399138450623,0.7762659788131714,0.35906538367271423,6.730380846420303e-05,0.06277202069759369
shuffled,6,5338,3,instruct_base,ppo_step30,0.22439035773277283,0.7756096124649048,0.6283820867538452,0.0001794768322724849,0.0029164983425289392
shuffled,6,4908,4,instruct_base,ppo_step30,0.24150969088077545,0.7584903240203857,0.6459383368492126,0.0002467806334607303,0.003118409775197506
shuffled,6,1812,5,instruct_base,ppo_step30,0.24995774030685425,0.7500422596931458,0.6399102807044983,0.00015704221732448786,0.003477363381534815
shuffled,6,4478,6,instruct_base,ppo_step30,0.2657583951950073,0.7342416048049927,0.6728541254997253,0.00031408443464897573,0.0045317900367081165
shuffled,6,6075,7,instruct_base,ppo_step30,0.2703912854194641,0.7296087145805359,0.5401057004928589,2.2434604034060612e-05,0.0028043254278600216
shuffled,6,1084,8,instruct_base,ppo_step30,0.27301904559135437,0.7269809246063232,0.6730567812919617,0.00011217301653232425,0.001189033966511488
shuffled,6,2393,9,instruct_base,ppo_step30,0.2789785861968994,0.7210214138031006,0.5805360078811646,0.0004711266665253788,0.002983802231028676
shuffled,6,3198,10,instruct_base,ppo_step30,0.2802059054374695,0.7197940945625305,0.7263500690460205,0.0004262574657332152,0.0007852111011743546
shuffled,6,6041,11,instruct_base,ppo_step30,0.285771906375885,0.714228093624115,0.5345969796180725,0.0,0.015569614246487617
shuffled,6,1199,12,instruct_base,ppo_step30,0.2924531400203705,0.7075468301773071,0.7051982879638672,4.4869208068121225e-05,0.0020415489561855793
shuffled,6,5633,13,instruct_base,ppo_step30,0.29381969571113586,0.7061803340911865,0.5840450525283813,0.0009198187035508454,0.0018172028940171003
shuffled,6,2420,14,instruct_base,ppo_step30,0.2961404621601105,0.7038595676422119,0.6400138139724731,0.0010319917928427458,0.0025575447361916304
shuffled,6,6582,15,instruct_base,ppo_step30,0.299544095993042,0.700455904006958,0.6029331684112549,0.00015704221732448786,0.005294566508382559
shuffled,6,4045,16,instruct_base,ppo_step30,0.3001886010169983,0.6998113989830017,0.6649060249328613,0.0002916498342528939,0.0009198187035508454
shuffled,6,6803,17,instruct_base,ppo_step30,0.300989031791687,0.699010968208313,0.7329339981079102,6.730380846420303e-05,0.0009422533330507576
shuffled,6,7082,18,instruct_base,ppo_step30,0.3013140559196472,0.6986859440803528,0.6284536123275757,0.0,0.012226859107613564
shuffled,6,5623,19,instruct_base,ppo_step30,0.30139026045799255,0.6986097097396851,0.7339581847190857,0.004329878371208906,0.005877865944057703
shuffled,6,5465,20,instruct_base,ppo_step30,0.31144943833351135,0.688550591468811,0.662257730960846,4.4869208068121225e-05,0.0016152914613485336
shuffled,12,5428,1,instruct_base,ppo_step30,0.1336328536272049,0.8663671612739563,0.5629781484603882,0.0002916498342528939,0.0013685107696801424
shuffled,12,4451,2,instruct_base,ppo_step30,0.14259417355060577,0.8574058413505554,0.49235203862190247,0.0001794768322724849,0.0018172028940171003
shuffled,12,4594,3,instruct_base,ppo_step30,0.14484764635562897,0.8551523685455322,0.6568370461463928,0.0002019114326685667,0.0006730380700901151
shuffled,12,6142,4,instruct_base,ppo_step30,0.15400898456573486,0.8459910154342651,0.5090938806533813,0.0002916498342528939,0.0008525149314664304
shuffled,12,188,5,instruct_base,ppo_step30,0.15557542443275452,0.8444246053695679,0.44004422426223755,0.000448692066129297,0.0004262574657332152
shuffled,12,5248,6,instruct_base,ppo_step30,0.1591903567314148,0.8408096432685852,0.6172319054603577,0.0002243460330646485,0.0005159958964213729
shuffled,12,3240,7,instruct_base,ppo_step30,0.16824963688850403,0.8317503929138184,0.5729444622993469,0.00033651903504505754,0.0013012069975957274
shuffled,12,1697,8,instruct_base,ppo_step30,0.168827086687088,0.8311729431152344,0.5291189551353455,0.00011217301653232425,0.002894063713029027
shuffled,12,5498,9,instruct_base,ppo_step30,0.17405152320861816,0.8259484767913818,0.4870932400226593,2.2434604034060612e-05,0.0030735405161976814
shuffled,12,3181,10,instruct_base,ppo_step30,0.17407408356666565,0.8259259462356567,0.45682036876678467,0.0002692152338568121,0.007605330552905798
shuffled,12,6451,11,instruct_base,ppo_step30,0.17550474405288696,0.824495255947113,0.4662144184112549,2.2434604034060612e-05,0.004913178272545338
shuffled,12,4877,12,instruct_base,ppo_step30,0.17696818709373474,0.8230317831039429,0.4607997536659241,6.730380846420303e-05,0.004329878371208906
shuffled,12,6149,13,instruct_base,ppo_step30,0.17997628450393677,0.8200237154960632,0.4988410770893097,0.0002916498342528939,0.004890743643045425
shuffled,12,5373,14,instruct_base,ppo_step30,0.18067121505737305,0.819328784942627,0.48006951808929443,0.0002019114326685667,0.0021985911298543215
shuffled,12,3763,15,instruct_base,ppo_step30,0.18373243510723114,0.8162675499916077,0.5548471212387085,0.0002467806334607303,0.0013460761401802301
shuffled,12,2639,16,instruct_base,ppo_step30,0.18799114227294922,0.8120088577270508,0.541808545589447,0.0002467806334607303,0.0004038228653371334
shuffled,12,1566,17,instruct_base,ppo_step30,0.19394230842590332,0.8060576915740967,0.6118838787078857,0.00015704221732448786,0.0007179073290899396
shuffled,12,2756,18,instruct_base,ppo_step30,0.19446763396263123,0.8055323362350464,0.4487731456756592,0.0002019114326685667,0.004509355407208204
