chain,layer,feature_idx,rank,stage_from,stage_to,dec_cos,dec_drift,enc_cos,density_start,density_end
flexible,6,962,15,instruct_base,ppo_step200,-0.02209816873073578,1.022098183631897,-0.0860099345445633,0.00011217301653232425,0.0037802306469529867
flexible,6,122,16,instruct_base,ppo_step200,-0.01945936679840088,1.0194593667984009,-0.11189045011997223,0.00032530174939893186,0.001491901115514338
flexible,6,2581,17,instruct_base,ppo_step200,-0.01779826357960701,1.0177983045578003,-0.14763370156288147,0.00031408443464897573,0.02691030688583851
flexible,6,5793,18,instruct_base,ppo_step200,-0.017308149486780167,1.0173081159591675,0.1271899938583374,8.973841613624245e-05,0.0027033695951104164
flexible,6,6444,19,instruct_base,ppo_step200,-0.011093346402049065,1.0110933780670166,0.07597756385803223,0.0011665993370115757,0.0012339032255113125
flexible,6,1360,20,instruct_base,ppo_step200,-0.00968189351260662,1.0096819400787354,-0.06268471479415894,1.1217302017030306e-05,0.001794768264517188
flexible,12,2349,1,instruct_base,ppo_step200,-0.017642661929130554,1.017642617225647,0.4081607758998871,0.006472383160144091,0.015199443325400352
flexible,12,4428,2,instruct_base,ppo_step200,0.05316929146647453,0.946830689907074,0.3660855293273926,0.0,0.005317001137882471
flexible,12,2318,3,instruct_base,ppo_step200,0.06245632842183113,0.9375436902046204,0.474178671836853,0.00014582491712644696,0.0014806838007643819
flexible,12,3227,4,instruct_base,ppo_step200,0.06915295124053955,0.9308470487594604,0.26326170563697815,0.0002131287328666076,0.0010544263059273362
flexible,12,5006,5,instruct_base,ppo_step200,0.07456202805042267,0.9254379868507385,0.43574389815330505,6.730380846420303e-05,0.0011329475091770291
flexible,12,1651,6,instruct_base,ppo_step200,0.07498373091220856,0.9250162839889526,0.5014472007751465,0.00034773634979501367,0.0012114685960114002
flexible,12,1939,7,instruct_base,ppo_step200,0.07539528608322144,0.9246047139167786,0.22070933878421783,0.00034773634979501367,0.003051106119528413
flexible,12,4851,8,instruct_base,ppo_step200,0.07596080750226974,0.9240391850471497,0.41113317012786865,8.973841613624245e-05,0.0023331986740231514
flexible,12,878,9,instruct_base,ppo_step200,0.0809875875711441,0.9190124273300171,0.16453281044960022,4.4869208068121225e-05,0.007145421113818884
flexible,12,6743,10,instruct_base,ppo_step200,0.08319017291069031,0.9168097972869873,0.4190784990787506,6.730380846420303e-05,0.0018845066661015153
flexible,12,7104,11,instruct_base,ppo_step200,0.0832238644361496,0.9167761206626892,0.43359655141830444,0.0,0.0024117198772728443
flexible,12,2215,12,instruct_base,ppo_step200,0.08529442548751831,0.9147055745124817,0.4189211428165436,0.0001794768322724849,0.002894063713029027
flexible,12,5180,13,instruct_base,ppo_step200,0.08800216764211655,0.9119978547096252,0.40880391001701355,0.00025799794821068645,0.00236685061827302
flexible,12,3177,14,instruct_base,ppo_step200,0.09069022536277771,0.9093097448348999,0.38497671484947205,5.608650826616213e-05,0.0032530175521969795
