feature_idx,freq_verbose,freq_concise,concise_score,class
0,0.00012787609,0.0034806977,0.0033528216,stable
1,0.0057331114,0.003307392,-0.0024257195,stable
2,0.022196596,0.01787517,-0.004321426,stable
3,0.00037241107,0.011096056,0.010723645,concise_rise
4,0.016234655,0.0040645525,-0.012170102,verbose_rise
5,0.008897483,0.011817883,0.0029203994,stable
6,0.0076579833,0.0021424855,-0.005515498,verbose_rise
7,0.017650265,0.0031509118,-0.014499353,verbose_rise
8,0.003297857,0.03722933,0.03393147,concise_rise
9,0.00738877,0.0009545838,-0.0064341864,verbose_rise
10,0.017074823,0.007987208,-0.009087616,verbose_rise
11,0.012374816,0.011359099,-0.0010157172,stable
12,0.00535397,0.018058572,0.0127046015,concise_rise
13,0.008978248,0.008479082,-0.0004991656,stable
14,3.0286443e-05,0.0015087135,0.001478427,stable
15,0.0067224684,0.0018839289,-0.0048385393,stable
16,0.005445951,0.0066854516,0.0012395005,stable
17,0.011928371,0.0015446086,-0.010383762,verbose_rise
18,0.004205329,0.0018766377,-0.002328691,stable
19,0.005071297,0.009983309,0.004912012,stable
20,0.005213755,0.005325927,0.00011217175,stable
21,0.0052361893,0.020051306,0.014815116,concise_rise
22,0.0026270684,0.029309984,0.026682915,concise_rise
23,0.03684402,0.0068155713,-0.030028448,verbose_rise
24,0.0008928892,0.0027487753,0.0018558861,stable
25,0.009333833,0.028510198,0.019176364,concise_rise
26,0.0013954198,0.009410671,0.008015251,concise_rise
27,0.023955453,0.013051774,-0.010903679,verbose_rise
28,0.0027437273,0.021079924,0.018336197,concise_rise
29,0.017018737,0.025714312,0.0086955745,concise_rise
30,0.018795542,0.008532364,-0.0102631785,verbose_rise
31,0.0017050146,0.008618176,0.0069131614,concise_rise
32,0.009060133,0.0024610541,-0.006599079,verbose_rise
33,0.0140315965,0.010581185,-0.0034504114,stable
34,0.00899956,0.01190089,0.0029013297,stable
35,0.0027224147,0.01002986,0.007307445,concise_rise
36,0.011033239,0.0019226283,-0.009110611,verbose_rise
37,0.006797624,0.010690553,0.0038929293,stable
38,0.008408414,0.010215504,0.0018070899,stable
39,0.016582387,0.022756336,0.0061739497,concise_rise
40,3.813848e-05,5.4403423e-05,1.6264941e-05,stable
41,0.12775159,5.0477403e-05,-0.12770112,verbose_rise
42,8.412901e-05,0.013980558,0.013896429,concise_rise
43,0.019716475,0.018333953,-0.0013825223,stable
44,3.4773322e-05,0.001201923,0.0011671496,stable
45,3.3651602e-05,0.009228952,0.009195301,concise_rise
46,0.012836965,0.0040538963,-0.0087830685,verbose_rise
47,0.018400695,0.017322162,-0.001078533,stable
48,0.016638475,0.002636603,-0.014001871,verbose_rise
49,0.0099350745,0.0012793218,-0.008655753,verbose_rise
50,0.02466999,0.0058963215,-0.018773668,verbose_rise
51,0.005356213,0.006436991,0.001080778,stable
52,0.0067325644,0.021865131,0.015132567,concise_rise
53,0.0027560662,0.010887977,0.00813191,concise_rise
54,0.008272686,0.00948246,0.001209774,stable
55,0.0042614145,0.003466115,-0.0007952994,stable
56,0.0010858251,0.002232223,0.0011463979,stable
57,0.007008507,0.004973707,-0.0020348001,stable
58,0.002424037,0.02209901,0.019674974,concise_rise
59,0.017854419,0.012098873,-0.0057555456,verbose_rise
60,0.0024184287,0.022052458,0.019634029,concise_rise
61,0.003309074,0.0100035,0.006694426,concise_rise
62,2.9164723e-05,0.0050668097,0.005037645,concise_rise
63,0.0022468052,0.0048878957,0.0026410904,stable
64,0.0144410245,0.0069305478,-0.0075104767,verbose_rise
65,0.0006618149,0.0059731593,0.0053113443,concise_rise
66,0.011265435,0.005105509,-0.0061599263,verbose_rise
67,0.0010689993,0.0066018836,0.005532884,concise_rise
68,0.004205329,0.009825707,0.0056203785,concise_rise
69,0.0016612675,0.004390973,0.0027297055,stable
70,0.0078015635,0.004614196,-0.0031873677,stable
71,0.00037577623,0.00929345,0.0089176735,concise_rise
72,0.003377499,0.051945172,0.048567675,concise_rise
73,0.0024913403,0.005003993,0.0025126527,stable
74,0.0025350875,0.0020706954,-0.00046439213,stable
75,0.0028738468,0.009158845,0.0062849983,concise_rise
76,0.01908719,0.032011088,0.012923898,concise_rise
77,0.00405614,0.0002372438,-0.0038188961,stable
78,0.0061896513,0.14340182,0.13721217,concise_rise
79,0.003735328,0.017226815,0.013491487,concise_rise
80,0.0089861,0.013555987,0.004569887,stable
81,0.0038205786,0.009798224,0.0059776455,concise_rise
82,0.00027145626,0.005787515,0.0055160588,concise_rise
83,0.0002793083,0.0010835816,0.0008042733,stable
84,0.004814422,0.01141799,0.0066035674,concise_rise
85,7.0668364e-05,0.0048884563,0.004817788,stable
86,0.0017095015,0.014524592,0.012815091,concise_rise
87,0.031164749,0.011460613,-0.019704135,verbose_rise
88,0.005048862,0.0328821,0.02783324,concise_rise
89,6.5059765e-05,0.0035777264,0.0035126666,stable
90,0.008074141,0.013285091,0.00521095,concise_rise
91,0.0008771851,0.006691061,0.0058138757,concise_rise
92,0.00012675437,0.007945704,0.00781895,concise_rise
93,6.9546644e-05,0.0026702546,0.0026007078,stable
94,0.004141391,0.014098339,0.009956948,concise_rise
95,1.2338921e-05,0.006892409,0.00688007,concise_rise
96,0.0057992926,0.0048082536,-0.000991039,stable
97,0.025261138,0.0029203983,-0.02234074,verbose_rise
98,0.0019484279,0.01372032,0.011771891,concise_rise
99,0.008572185,0.0045104367,-0.0040617487,stable
100,0.0005473994,0.004350031,0.0038026315,stable
101,0.005441464,0.008582281,0.003140817,stable
102,0.0020404088,0.007591801,0.005551392,concise_rise
103,3.92602e-05,0.0068071582,0.006767898,concise_rise
104,0.002356734,0.01993521,0.017578475,concise_rise
105,0.012298539,0.020950928,0.008652389,concise_rise
106,4.5990524e-05,0.0032479404,0.0032019499,stable
107,7.1790084e-05,0.0025036794,0.0024318893,stable
108,0.0019259935,0.008103867,0.0061778734,concise_rise
109,4.3747084e-05,0.00937085,0.009327103,concise_rise
110,0.006671991,0.011504922,0.004832931,stable
111,0.0065014893,0.009695027,0.0031935377,stable
112,6.8424924e-05,0.0045121186,0.004443694,stable
113,0.00075716106,0.0073668966,0.0066097355,concise_rise
114,0.002708954,0.014463458,0.011754504,concise_rise
115,0.019175805,0.011107272,-0.008068534,verbose_rise
116,0.010637272,0.00028267346,-0.010354599,verbose_rise
117,0.0033842295,0.020755747,0.017371519,concise_rise
118,0.0022030582,0.003274862,0.0010718037,stable
119,0.013335008,0.005853135,-0.007481873,verbose_rise
120,0.007913735,0.025634108,0.017720373,concise_rise
121,2.8043003e-05,0.009221661,0.009193618,concise_rise
122,0.061367065,0.016940778,-0.044426285,verbose_rise
123,0.018866211,0.0014172934,-0.017448917,verbose_rise
124,6.2816325e-05,0.003522201,0.0034593847,stable
125,0.0007246312,0.000100393954,-0.00062423723,stable
126,5.2720843e-05,0.0024234762,0.0023707554,stable
127,0.007908126,0.019793311,0.011885185,concise_rise
128,0.0038856384,0.018561663,0.014676025,concise_rise
129,0.04833716,0.0039641587,-0.044373002,verbose_rise
130,0.00012338921,0.003747667,0.0036242777,stable
131,0.021245377,0.0012810044,-0.019964373,verbose_rise
132,0.0017700742,0.002544622,0.0007745477,stable
133,0.0071734,0.0046607475,-0.0025126524,stable
134,0.009813929,0.0079042,-0.0019097291,stable
135,0.006924378,0.0046304604,-0.0022939178,stable
136,0.006271537,0.0059776464,-0.00029389048,stable
137,0.018334514,0.002244562,-0.016089952,verbose_rise
138,0.0033629169,0.0011026508,-0.002260266,stable
139,0.001967497,0.005910904,0.003943407,stable
140,3.2529882e-05,0.0015861122,0.0015535823,stable
141,0.0022266144,0.007736503,0.0055098888,concise_rise
142,0.01796659,0.00213239,-0.015834201,verbose_rise
143,0.011962024,0.0012395008,-0.010722523,verbose_rise
144,0.006428578,0.00052328245,-0.0059052957,verbose_rise
145,0.0026495028,0.016121361,0.013471859,concise_rise
146,3.92602e-05,0.0029562933,0.0029170332,stable
147,0.008068533,0.0047196373,-0.0033488953,stable
148,0.008513856,0.009285599,0.00077174325,stable
149,0.015395609,0.0032916877,-0.012103921,verbose_rise
150,0.00078408234,0.008081432,0.00729735,concise_rise
151,0.0026113645,0.009372532,0.006761168,concise_rise
152,0.0052642324,0.008168366,0.0029041334,stable
153,0.0032462578,0.006738173,0.003491915,stable
154,0.0059204386,0.0046349475,-0.001285491,stable
155,4.8233964e-05,0.007147601,0.0070993667,concise_rise
156,0.0033045872,0.010188584,0.006883997,concise_rise
157,0.0014133673,0.0025984647,0.0011850974,stable
158,0.0054582898,0.009152113,0.0036938237,stable
159,0.017317114,0.008066289,-0.009250825,verbose_rise
160,0.023588652,0.0011480807,-0.022440571,verbose_rise
161,5.1599123e-05,0.007965335,0.007913736,concise_rise
162,0.0035435138,0.0034560198,-8.749403e-05,stable
163,0.008102184,0.017262712,0.009160528,concise_rise
164,0.021866811,0.029155187,0.007288376,concise_rise
165,0.0063579096,0.007960848,0.0016029379,stable
166,0.0030645393,0.009514991,0.006450452,concise_rise
167,0.01631542,0.0013729854,-0.014942434,verbose_rise
168,0.00028043002,0.015602566,0.015322137,concise_rise
169,4.3747084e-05,0.021596476,0.021552728,concise_rise
170,0.0044218204,0.004344422,-7.7398494e-05,stable
171,1.5704081e-05,0.0110556735,0.0110399695,concise_rise
172,0.00075603934,0.010255886,0.009499847,concise_rise
173,0.016724847,0.003089778,-0.013635069,verbose_rise
174,0.0040696003,0.020056356,0.015986755,concise_rise
175,0.0014974964,0.006391,0.0048935036,stable
176,0.0027224147,0.00025519132,-0.0024672234,stable
177,0.007817267,0.0056287916,-0.0021884758,stable
178,0.0007863258,0.009291207,0.0085048815,concise_rise
179,0.003194659,0.00096355757,-0.0022311015,stable
180,0.003503132,0.10085553,0.0973524,concise_rise
181,0.0029467589,0.0035816524,0.00063489354,stable
182,0.0022019367,0.003341604,0.0011396674,stable
183,0.008540777,0.0037970229,-0.004743754,stable
184,0.00982066,0.007061228,-0.0027594315,stable
185,0.00020303133,0.005428004,0.005224973,concise_rise
186,0.010608107,0.009001803,-0.0016063042,stable
187,8.525073e-05,0.0017801698,0.0016949191,stable
188,0.017290194,0.0052816193,-0.012008574,verbose_rise
189,0.016088832,0.0018609337,-0.014227899,verbose_rise
190,0.03430669,0.010013035,-0.024293656,verbose_rise
191,0.021310437,0.019764706,-0.001545731,stable
192,0.0022815787,0.006250785,0.0039692065,stable
193,0.0022434401,0.002092569,-0.00015087123,stable
194,0.0007481873,0.012202632,0.011454444,concise_rise
195,0.0039058293,0.032021746,0.028115917,concise_rise
196,0.010816746,0.0014565535,-0.009360193,verbose_rise
197,0.0009489752,0.006928865,0.0059798895,concise_rise
198,0.009126314,0.0027201714,-0.0064061424,verbose_rise
199,0.0059854984,0.0036119386,-0.0023735599,stable
200,0.0061133746,0.004305162,-0.0018082126,stable
201,0.0086753825,0.002917033,-0.00575835,verbose_rise
202,0.017876852,0.006147026,-0.011729826,verbose_rise
203,0.0028693601,0.0046775728,0.0018082126,stable
204,0.0020549912,0.012535783,0.010480792,concise_rise
205,0.005671417,0.003643347,-0.00202807,stable
206,0.0024217938,0.007244068,0.0048222747,stable
207,0.010853764,0.016420862,0.005567098,concise_rise
208,0.020659842,0.008482447,-0.012177395,verbose_rise
209,0.03581764,0.00077847374,-0.035039168,verbose_rise
210,0.0011262071,0.0075620757,0.006435869,concise_rise
211,0.047184035,0.0044751023,-0.042708933,verbose_rise
212,0.008698939,0.005898004,-0.0028009354,stable
213,0.0055154976,0.0068071587,0.001291661,stable
214,0.01812251,0.0039546243,-0.014167884,verbose_rise
215,8.637245e-05,0.010250839,0.010164467,concise_rise
216,0.0048368573,0.0011660281,-0.0036708293,stable
217,0.024364881,0.0077477205,-0.01661716,verbose_rise
218,2.4677842e-05,0.021065341,0.021040663,concise_rise
219,0.013179089,0.008021981,-0.0051571075,verbose_rise
220,0.0109951,0.0049159387,-0.0060791615,verbose_rise
221,0.000685371,0.025751328,0.025065957,concise_rise
222,0.005165521,0.0065794494,0.0014139283,stable
223,4.3747084e-05,0.00808592,0.0080421725,concise_rise
224,0.0037801967,0.022691835,0.018911637,concise_rise
225,0.005165521,0.0068447357,0.0016792146,stable
226,0.0014649665,0.0126530025,0.011188036,concise_rise
227,0.008071898,0.031306088,0.02323419,concise_rise
228,6.1694605e-05,0.0071790083,0.007117314,concise_rise
229,0.0042535625,0.0030808041,-0.0011727584,stable
230,0.01406637,0.005741524,-0.008324847,verbose_rise
231,7.85204e-05,0.010331042,0.010252521,concise_rise
232,0.010366937,0.0049282773,-0.00543866,verbose_rise
233,0.00013124125,0.00540613,0.005274889,concise_rise
234,0.0021009818,0.018091101,0.01599012,concise_rise
235,3.813848e-05,0.023294201,0.023256063,concise_rise
236,0.01221441,0.021614423,0.009400013,concise_rise
237,0.0038205786,0.0075536636,0.003733085,stable
238,0.0028065438,0.0046820594,0.0018755156,stable
239,0.016806733,0.0031049212,-0.013701811,verbose_rise
240,0.0029018898,0.000112732865,-0.002789157,stable
241,0.009122949,0.01584654,0.00672359,concise_rise
242,7.852041e-06,0.000713414,0.00070556195,stable
243,3.1408163e-05,0.0047740405,0.004742632,stable
244,7.515524e-05,0.004804327,0.0047291717,stable
245,0.010152688,0.053703472,0.043550782,concise_rise
246,0.00014694533,0.0064336252,0.0062866798,concise_rise
247,1.906924e-05,0.01313366,0.013114591,concise_rise
248,0.00602588,0.023050787,0.017024906,concise_rise
249,0.0025631303,0.0023780465,-0.00018508383,stable
250,0.0030062099,0.0030757566,6.9546746e-05,stable
251,0.008397196,0.01740517,0.009007973,concise_rise
252,0.026728347,0.00040830614,-0.02632004,verbose_rise
253,0.007120679,0.0013174603,-0.005803219,verbose_rise
254,0.0035962346,0.004998385,0.0014021504,stable
255,0.009330467,0.014865035,0.005534568,concise_rise
256,7.85204e-05,0.03043451,0.03035599,concise_rise
